NIF;clave;nombre;direccion;latitud;longitud;frase
23544979N;lEUajyWnLdD;Georgie Sibery;1750 2nd Parkway;39.800705;-8.809357;Que pasa pregunto el pequeno conejo blanco
01820924Y;DMd5BZk8QS;Lorain Gland;601 Fair Oaks Terrace;38.056126;-2.303758;Que habra en la cueva Tengo curiosidad No tengo ni idea
99825127F;VdKRgFo0If;Felizio Corroyer;66842 Donald Point;36.770246;-7.312162;Cual es tu deseo pregunto el pequeno conejo blanco
31191144Z;xXKqfBFp2P;Gaston Lobb;63610 Melrose Drive;39.81347;1.498662;A decir verdad tengo vertigo Eres un cobarde
97016405M;HqWtd94y;Shirlee Geldert;01 Hoepker Way;37.499805;-5.583669;Gracias por ayudarme No hay de que
98705893C;KlXHq7Hh;Andrew Childe;9188 Chinook Terrace;42.952409;-1.98548;Algun dia correre como el viento
36203688G;x73OEc;Had Birrane;7752 Lawn Point;39.512147;-3.201303;A ella le gusta la musica A mi tambien
56222435F;1bLtgIyuyVKV;Waldo Yeo;260 Anzinger Point;43.16292;-2.993947;Por favor no llores
46147328E;qnKegRD;Nap Roser;870 Delaware Drive;42.467163;-5.702177;Hazme saber si hay algo que yo pueda hacer
54297429D;a9o74hSN;Rosalie Gamon;21 Spenser Drive;38.269694;2.496564;Depende de ti decidir si vamos alli o no
77534436N;l7WEI6dznOs;Gwen Winspurr;912 Golf View Parkway;39.01181;-4.396077;No comienza hasta las ocho y treinta
76691520R;tgKfTqdaDb5;Cordelie Bromige;43681 Valley Edge Road;37.842596;2.416276;Quiero un barco que me lleve lejos de aqui
46694850V;22ojV1xlc04;Lotty Hurdiss;68610 Southridge Drive;36.539708;-9.234733;Tengo ganas de jugar a las cartas Yo tambien
34333827E;o0QlT9;Georas Knibb;33872 Northfield Circle;36.798827;-3.448557;Un japones nunca haria tal cosa
86205637X;rsKgE13hisk;Leola Brugemann;202 Reinke Hill;39.30038;-1.533535;Allen es un poeta
57719664Q;nnvmYl6GE;Abbey Bolden;30 Blaine Parkway;38.657465;-8.54535;El arquero mato al ciervo
25153990L;LoqZbtiff;Theodora Mattevi;56920 Trailsway Center;36.836238;-1.736183;Si ves un error entonces corrigelo por favor
35296632S;Eqlro2UQqu;Brandise Medendorp;2 Forest Run Road;41.922294;-6.42369;Los alemanes son muy listos
75005285C;cHLmzhskCZ;Giavani Sheber;95 East Lane;39.779927;2.489775;Si no comes te mueres
62809791I;3qtStAZWBhn;Patience Pitkeathley;70 Bluejay Court;39.019377;-2.589621;Como se escribe pretty
74599771S;Xr1UiReY4yOu;Marlene Rosedale;7248 Burning Wood Court;43.133735;-0.894229;Por que no nos vamos a casa
35744655D;UEoaL07kd;Leontine Gosnold;3 Michigan Point;43.257179;-6.567282;Lo siento no puedo quedarme mucho tiempo
88359573A;AA0ZrQzizx;Stirling Dudlestone;799 Golden Leaf Place;40.128476;0.22822;10 anos es un largo tiempo para esperar
27105711V;rtwMcZCEV0;Hilario Micah;29 School Place;36.671786;-3.736304;Por que no vas Porque no quiero
07217002R;DyZzt0UF;Fredi Krause;867 Lillian Park;41.904701;2.577504;Un millon de personas perdieron la vida en la guerra
59103287X;fHmkCqH;Alaric Ducker;57 Pond Place;38.823752;-0.488129;Vine a Tokio hace tres anos y he estado viviendo aqui desde entonces
52381448Z;mFpzMRx;Gregorius Bronger;030 Comanche Park;42.469669;0.818634;He vivido mas de un mes en Nagoya
60519509X;BHwFccRh;Layne Jefferson;4413 Dottie Park;41.17754;-2.400249;No es del todo raro vivir mas de 90 anos
10023813D;OWjOVfv7id;Elicia Lindgren;1 Forest Center;41.691595;-0.63448;Primero voy a hacer un esquema de mi nuevo sitio de internet
66138189U;VjYgTTYbx;Felicio MacClay;276 6th Way;37.117819;-6.700446;Cuando empieces a parecerte a la foto de tu pasaporte deberias irte de vacaciones
77085894D;3Kq8vWlDU;Issi Hancke;1867 Kim Terrace;38.603261;-3.907445;No fui yo comisario
12927358P;r9On0WNFx;Feodor Cochrane;07 Comanche Center;41.188422;-5.809825;Oh mis pantalones blancos Eran nuevos
46363999M;5dnK5D60td9;Pail Kohnen;4730 Birchwood Parkway;36.618992;-0.695674;Naturalmente con tanta gente a su alrededor se puso un poco nervioso
18209972O;8uYswSe73S5K;Janis Muddiman;1 Bluestem Way;40.041592;-2.65447;Al salir de la estacion vi a un hombre
52424313B;9SNAjp76;Leonanie Graybeal;3 Dexter Alley;42.966257;-1.540649;Y nadie le ayudo
43029787L;OQOZnD54;Shelton Brisker;57 Paget Circle;37.068255;-8.9664;Eres un angel
77832514K;SBAuxTgUU;Phaidra Sancias;57662 Crowley Terrace;41.110729;-7.991358;Los madrilenos son unos locos
77704288Q;3wjn9OvHe;Gilda Gerald;29480 Carioca Point;39.125509;-2.500983;Bueno la noche es muy larga no
44002462N;qvSGen7oE;Joshuah Diehn;18 Warbler Terrace;41.276651;-8.307645;Has tenido suerte de que no te haya mordido
22105391F;1BQjhBeTS;Neda Muldrew;90 Southridge Center;38.910522;-6.139848;Me has echado de menos
22731255B;ZEI5rKMn;Griffy Edginton;4003 Mosinee Center;37.063786;-0.441942;Son todos iguales
06441527X;hBojpGxxk;Neille Lafayette;193 Shelley Junction;37.105527;-1.389803;Muchas gracias
76669808T;M0FfGzQxl;Aretha Fosdike;71 Kingsford Circle;37.737096;3.2481;Por favor donde estan los huevos
29165886S;yunTXftNuoi;Marsha Corsor;37567 Elmside Park;42.940842;1.801461;Lo tomo
98347464A;YmDD2jFmkYa;Aurelea Scougal;799 Dawn Avenue;39.501563;-8.263557;Es una sorpresa
08664037S;Szit7tHTduuo;Amabel Casari;08490 Charing Cross Avenue;42.113395;-0.29623;Esto es una buena idea
49277189F;HiM5Io4yil;Judd Topham;01 Corry Trail;37.421147;-6.710867;Ida y vuelta Solo ida
03194333N;WjziVdhHe5yS;Cesare Ingliby;1 Center Hill;38.178835;-7.36358;Es una pena cuando alguien muere
53278662L;cuF4skwwG5I;Yelena Pechet;45429 Forest Run Plaza;36.783353;2.505637;Se quedaron con la boca abierta
94363602E;uEu19nKUbnr5;Red Cabera;67937 Donald Point;42.841167;0.292414;Caramba No esta mal
69631861R;uCOgY4ACg;Wilmer Stronge;6 Rutledge Avenue;39.324922;-6.756659;Estirar despues del lavado
52784551B;tazHF6S;Sammy Rutter;67116 Dexter Parkway;37.833439;0.980149;Lavar antes de usar
12720276O;TEw80IcRb2;Jammie Clooney;3 Cascade Crossing;37.315492;-1.5213;No abrir antes de que pare el tren
01497175C;kFgieSAcpDAc;Chickie Caffin;1022 Sunbrook Way;41.551491;-2.723634;Aquellos que viven en casas de cristal no deberian tirar piedras
59511235S;B9iSOc1F;Leontyne Caskey;408 Londonderry Terrace;35.946914;0.75029;Se dice que el amor es ciego
23336467O;RwoZGD;Zelma WebbBowen;1570 Autumn Leaf Court;42.879147;-5.530551;Oh lo siento
69825800M;0OCClQQ2h;Elaine Angrock;2018 Green Ridge Hill;41.79637;-4.972728;Las mates son como el amor una idea simple pero puede complicarse
57617612R;Mqyl2B;Flossi Yushin;769 Vernon Drive;38.493939;-6.139809;Las unicas respuestas utiles son las que plantean nuevas preguntas
53092096G;x2ouCgZUN;Dalston Whitlam;99501 Mayer Center;39.329922;-2.106611;Dudar de si mismo es la primera senal de inteligencia
62076663P;QF2tpUVq;Tish Iorillo;024 Meadow Ridge Place;39.681689;-4.710946;No es pobre quien tiene muy poco sino quien ansia demasiado
38386159T;1hamy7xs;Aldridge Hillaby;8457 Autumn Leaf Point;35.920221;2.179329;Viendo que no estas sorprendido creo que debes estar al corriente
97936185C;9Tt2wbGaAf0Y;Brendon Benardeau;26982 Green Trail;40.895655;-0.456502;Cuanto tiempo se tarda en llegar a la estacion
03410991E;wgcgRH;Ingelbert Elles;33578 Sloan Point;36.846413;-1.778906;Este sera un buen souvenir de mi viaje a los Estados Unidos
67401182I;W51itXg;Enoch Bernollet;39 Bayside Circle;39.108619;1.115035;Hablas italiano
04202575P;BUtEKuLdpi;Bryant Willarton;511 Cody Plaza;38.228933;2.792446;Hay demasiadas cosas que hacer
53804564Q;qB2SokBd;Mattheus Breen;7 Donald Terrace;41.08831;-0.21764;Cuantos anos tienes
39796508N;UJijtOX;Gigi Giacoboni;0819 Brown Avenue;40.501099;2.561782;Vamos juega conmigo estoy tan aburrido
92212532H;5AvJFk7ISiE3;Earl Sancias;68 Northview Way;40.138745;2.541838;Ni siquiera pienses en comerte mi chocolate
19957307Y;4JFuK7;Carroll Restieaux;3 Jay Parkway;42.846825;1.589176;Gracias a ti he perdido mi apetito
90546200P;hKCQA4XlWdM;Rayna Bellanger;5554 Knutson Circle;37.154565;-1.4803;Ha pasado tanto tiempo desde la ultima vez que fui a Disneyland con mi familia
46990660J;KTPHcvpRu4J;Jordon Cholmondeley;0757 Londonderry Junction;42.743339;-4.446758;Hace tanto calor que podrias cocer huevos sobre el capo de un coche
26843483C;ZMAHnBUf;Doroteya Blackwell;45751 Fisk Street;42.026073;-2.798104;Quien no conoce este problema
67912884B;ym06CgFLufp;Kacy Nickerson;297 Namekagon Way;37.701406;-8.150603;Hoy hace mucho calor
22654273S;6hJqT0OAwOg;Sidonia Swaysland;9612 Forest Dale Trail;39.839878;-2.485672;Nadie vino
77250825D;0Z1f7Tlt;Dagny Grigorushkin;855 Veith Place;41.354848;3.185797;Nunca he visto una nevera roja
83367144L;xTl7RdRUCUw4;Fanchette Domino;9 Shopko Circle;38.829172;-0.212859;El ha roto su palabra
61591127G;D7zwXe6VF;Natalina Apfelmann;51501 Gulseth Trail;37.630288;-7.372928;Mejor ser odiado por lo que eres que querido por lo que no eres
29000223A;Zy6Sdnql6;Ezmeralda Sedcole;42042 Dakota Terrace;38.0951;0.185056;No te preocupes se feliz
90773906E;vt6cz0CzvlDV;Spike Darke;3374 Forster Center;41.260517;-0.774747;Mis ojos son un oceano en el que se reflejan mis suenos
36017543P;FkQproFMzq;Karla Ciccone;2984 Cody Circle;41.588855;-6.282712;Mirame cuando te hablo
41313849G;uhnjbclVDdEq;Dorice Hartright;46 Nevada Alley;42.970627;1.818225;Que seria del mundo sin las mujeres
33896672B;8H6y9kKbVXmj;Pancho Ricardin;9679 Rusk Pass;42.965943;-7.246848;No se que decir para consolarte
97776885E;kOohZE;Anetta Facchini;396 Mitchell Drive;42.679975;-7.344844;No es mi tipo
36399917H;C1mViS;Pryce Ronaghan;89273 Oriole Place;41.273798;0.371151;Yo intentaba perder tiempo
18236897B;p7PAswYUKRz5;Amabel Mouan;56 Lerdahl Parkway;36.437337;-7.326185;Como has llegado a esta idea loca
62854285E;ZD8v2og9y1;Christi Freshwater;11 Everett Lane;42.303344;-8.40911;Quien quiere chocolate caliente
04995172B;x0Dg7QPbfsn;Juliana Harse;61520 Moose Junction;40.901002;-4.92496;Hable mas despacio por favor
43984503R;Z5ldV9oZGq;Chrissy Jerzycowski;6 Grasskamp Lane;39.963056;-8.350922;No entiendo
52381396Y;aXBPGW;Lara Ericssen;520 Little Fleur Hill;42.736524;1.788734;En cuanto tiempo vamos a llegar
55795453I;33nMqfuop7V;Lorrie Horley;2 Huxley Junction;37.716262;-2.845986;La cuenta por favor
01216142W;D3d8i7;Dionis Dallicott;136 Forest Drive;38.114301;-8.205579;Y que vamos a hacer
10607018V;059tZvE;Daryl Morton;62868 Fordem Pass;39.763408;-6.285259;Donde podemos telefonear
31808901U;nCOYmpRUvswT;Merci Le Maitre;6 Lighthouse Bay Circle;42.634839;-1.762592;Debo admitir que ronco
08825234P;sRMrhFG4iWAd;Joby Ridesdale;0 Merry Point;37.422168;-0.66436;Esta noche nos vamos a la iglesia
99478033A;ROxQzvxM;Peirce Kearton;974 Sullivan Alley;37.712487;-7.814266;Como estas Has tenido un buen viaje
80665214A;HqNVs1reH;Jedidiah Drinkel;66 Forest Court;41.799027;-7.67554;Llama a la policia
79574746A;zGTXQy;Prue Rubenovic;32703 Scofield Alley;38.700109;-7.393897;Es demasiado caro
79308947D;zEJ8tJB;Kellsie Burgwyn;3865 Raven Crossing;36.03893;2.459579;Se esta haciendo la dormida por eso no ronca
40362357J;hNPiaQosAzi;Ole Batrop;8062 Hermina Pass;37.746897;-4.18083;Mis zapatos son muy pequenos necesito otros nuevos
85686360J;zEy56e7PQIap;Berna Boffey;0 Loomis Way;42.803864;-5.880908;Salgamos de aqui los polis vienen
52186359D;S7anDH0;Berty Phizacklea;95585 Doe Crossing Court;38.511123;-6.24175;Feliz Navidad
40598421X;ahQNiSbcJJAV;Aristotle Loomis;240 Spohn Terrace;36.433008;-1.60029;Seria genial si pudiera hablar diez idiomas
48650315P;xItYBS7i;Kathleen Brendeke;22 Maryland Road;42.087437;-5.208082;Si estas cansado por que no te vas a dormir Porque si me voy a dormir ahora me despertare demasiado pronto
92946252Q;kS5lDS;Welbie Loude;0911 Thackeray Junction;40.9184;-1.314698;Deberias haberme escuchado
60276102X;IcmyMGPj;Aveline Eytel;1 Glendale Parkway;41.466256;-8.913134;Cuando el cuerpo es tocado los receptores en la piel envian mensajes al cerebro causando la liberacion de sustancias quimicas como las endorfinas
66579162S;mahBAA;Bryana Falconar;606 Loomis Drive;37.273174;-4.622612;Que implica ello
69503155U;GMUcXr67f7q;Ignace Ornils;94 Dawn Point;43.023673;-5.92469;Se espera que ciento cincuenta mil parejas se casen en Shanghai en 2006
99440669O;11d1o76;Ibrahim Goodding;91 Manitowish Court;41.924433;-9.88607;Las bicicletas son una herramienta para la sostenibilidad urbana
66783113K;aUDIhC;Wilbert Pitkeathly;684 Arkansas Crossing;43.107063;-1.65257;No pregunteis lo que piensan Preguntad lo que hacen
54922910C;oCxVhRr;Flemming Benoiton;3999 Miller Street;37.701411;-7.87221;Lo que cambia el mundo es la comunicacion no la informacion
34582556F;f4gP4yB;Kelley Parriss;21697 Fordem Circle;41.99474;-1.22892;Me gustaria darle un regalo por su cumpleanos
94193210Y;Moq0hM6HIM;Skye Skirvin;8 Lunder Trail;36.783686;-9.36435;Me muero de hambre
23690104A;UIc0vNBXto;Trace Salzberger;94 Express Junction;43.098587;1.727539;Tienes amigos en Antigua
98216397I;okjgaMoqy;Margit Bassingham;47 Oak Valley Circle;38.319077;-1.596129;Un metro cubico corresponde a 1000 litros
53409756L;Ei3eo1fA;Tressa Laflin;5990 Brown Place;36.263477;-8.603003;Tengo tanto trabajo que me quedo una hora mas
75636123Y;Cx3yqViZt;Chryste Mishaw;02 Manitowish Lane;41.701893;1.445137;Estoy casada y tengo dos ninos
61470145D;T894Of;Abbi Readshaw;30 Reindahl Way;37.453169;2.965814;El toca el piano muy bien
69354530Q;3nu5XmTmr6;Aretha Borsay;9533 North Alley;41.757644;-8.734536;Me gustaria estudiar en Paris
32692636F;WniKcw;Rossie Vertigan;23 Fairfield Court;41.925615;-5.801633;No sabeis quien soy
41674479C;8oGkHDWTi;Toma Stonham;9593 Little Fleur Lane;41.970112;-4.205987;Por que no comes verdura
52884058P;kWVVdD5G5Ga;Fanny Fouch;127 Grim Avenue;36.688382;-5.259505;Por que la gente va al cine
54902121K;tfgmmnPxdi2w;Coretta Belchamp;44979 Daystar Point;43.141861;-7.803629;Me desnudo
34595429K;dMPFjmY;Drud DAmbrosio;35786 Ludington Crossing;40.333578;-0.307855;No hay visiones verdaderas
54578635D;2IWq0e;Mommy de Keep;8881 Lakeland Point;38.199401;-5.338432;No quiero pedir tu mano
53956712Q;YUVPoV;Orelle Luard;77730 Sullivan Point;42.363542;0.5061;Dame tiempo para darte todo lo que tengo
55590342B;3GRVC5DEp8l4;Herby Casina;64753 Gerald Street;39.63745;-6.691515;Querer es poder
88436139O;8CU2sKQKaq;Norton Wallenger;0 Arizona Way;40.533256;-6.601993;Quien busca encuentra
02374239U;9ixoBLqbl;Henrietta Bernadzki;795 Eagan Circle;39.903864;-8.642033;Tenemos Papa
63000163C;EetbzMzokQO2;Abba Prazer;754 Becker Junction;42.201665;-2.85349;Las matematicas son como la logica de la fisica
83922294S;NtPsuS;Nefen Kenway;9 Commercial Junction;38.281435;2.12216;Hay 10 tipos de personas en el mundo las que entienden binario y las que no
29070494H;etTZQ76h81ag;Neall Hardeman;10959 Sullivan Plaza;37.398818;-6.522677;No pienso luego no existo
41857949Z;1y69DT9tmVVH;Edward Yea;79 Utah Pass;38.401595;-7.155871;Encuentro las lenguas extranjeras muy interesantes
54316645C;AABc58g1;Hallsy Kirkness;4 Dixon Alley;41.416297;2.432855;No me gusta aprender los verbos irregulares
05546416P;xLemAbl;Celia Stronge;67 Twin Pines Avenue;43.144832;2.12118;Toma un libro y leelo
47149928G;VzyDEsKZBuMW;Gustie Godfree;6746 Pepper Wood Circle;39.547633;-8.297879;Afronta la vida con una sonrisa
02560006E;zFZIUjI;Mellicent Aberdalgy;74 Debs Place;37.293788;-6.140837;Tu me haces sonar
69083886R;0hnEmulb1LIs;Zola Berringer;66944 Fuller Trail;38.616499;1.848521;Es la pura verdad
30640689J;mxcBL3Ottfv;Ronalda Sheara;0 Bartillon Street;41.761658;2.913783;Hace frio
94112412I;5QPQ4Eb;Brandice Barz;6620 Londonderry Court;39.301823;-1.126519;Tienes razon
16836492K;hDkiLz;Deck Shervil;66475 Muir Parkway;42.877496;-6.291545;Has hecho esto intencionadamente
84534165X;aRO8ZQbWcJ;Eleonora Danielou;377 Carey Court;41.677811;-5.397364;No le has dicho nada
72601192M;SdSfRi2p51ND;Reiko Warrilow;66 Trailsway Alley;42.235879;-1.550825;Eres mi tipo
55230992I;EUPJmNFTh;Rolf Dietz;23 Morning Avenue;43.229636;-1.62985;Eres irresistible
04804922R;cfFizlpz;Frederick Height;4 Golf Court;37.20344;-7.41294;Me podrias llamar mas tarde por favor
12208969K;haClFAqB;Zahara Mattiello;1682 Lillian Lane;43.062276;2.31846;Con quien hablo
22939547D;i9NxuB;Boonie Fitch;91796 Packers Crossing;36.533187;1.597018;Sonrie ahora llora despues
36164025Q;JF7kmLcqeiEf;Robyn Coners;7 Lyons Place;39.236436;-4.125759;La vida es bella
64676036J;kbaGc71e2;Arlen Chasson;3748 Ridgeway Point;39.813567;-4.653042;Por que casarse con una mujer si le gustan los hombres
04947114B;Llp6Uebfx;Skippie Pelman;3 Tomscot Alley;38.865564;0.298;Adoro la lasana
21803753U;ukyzpnC;Basile Ianno;062 Oak Valley Place;41.357213;-6.86858;Necesito tu ayuda
33097501E;tfnrBSVEWCF;Winnifred Ronchi;865 Nancy Avenue;37.254771;1.564934;Estaba releyendo las cartas que me enviaste
13570597S;uvz64l0nzK;Wash Brailsford;8281 Waywood Drive;40.157944;-9.26163;No quiero ir a la escuela
68187705H;qqhQwVcpmB4;Giraldo Briton;35 American Ash Road;36.997082;-4.57872;Es realmente inteligente verdad
21855381W;lD7jaFq;Ladonna Scogin;79523 Paget Park;36.568175;-0.232044;La justicia es cara
20689273B;S7XQX7;Theresa Beecker;292 Prairieview Park;40.987043;-8.25579;La vida es una enfermedad mortal sexualmente transmisible
49411469S;i3CocIIB6OKo;Iggie Dana;70 Village Green Center;36.339746;-7.814225;Demasiado tarde
44629890F;lfyqYctQ;Nonah Bordiss;3 Oriole Plaza;38.783143;-0.1455;He mirado la tele esta manana
76833359G;owfV4P;Eudora Speirs;8 Leroy Circle;37.718508;-5.98255;Fuimos a Londres el ano pasado
31064263O;6miHA0svPnXF;Chery Parken;18 Center Point;39.60787;-1.562304;Mi hermano menor esta mirando la tele
07193528W;878mYsJkz;Claudell Jellings;20496 Glacier Hill Road;39.956353;-3.309946;Me gusta mucho mi trabajo
23891469R;Cm2A614;Trescha Hiom;2 Grasskamp Street;39.387051;-0.30485;He sonado contigo
34561935E;fKnQcu4;Clio Leathley;3 Arrowood Hill;37.488549;-3.977724;Necesito un nuevo ordenador
57581809B;ezrAoL;Anthony Michal;6865 Hazelcrest Terrace;36.119772;-4.415319;No voy a perder
07177520Y;WDWifE;Alie Nielson;11 Meadow Valley Plaza;41.973502;-1.542098;Las clases empiezan pronto de nuevo
25881710I;9nwb5OD0;Thaine Joderli;779 Fremont Center;42.445951;-4.380723;Este dia solo fue una perdida de tiempo y de dinero
86245158O;vHI4wzx6FFh8;Lem Mulligan;5419 Welch Road;41.487041;2.800957;Vamos Hablame Trang
82402476U;drHzpSll;Sharron Skerritt;324 Vahlen Pass;42.029168;-8.91758;Estoy casi listo
70674178V;eWIq89L6MVt;Shea Keigher;4 Rusk Lane;40.112322;-7.830011;Has dicho que yo no podria ganar nunca
02397207I;9Eq0Ln;Peyton Jack;98 Monterey Circle;41.736835;-1.546032;La vida empieza cuando te das cuenta de quien eres realmente
32558209B;SBr79Qq;Dee dee Littlefield;96 Victoria Trail;40.594013;-5.163128;La vida empieza cuando decides lo que esperas de ella
50999079Y;EY4iw8;Phillip Martin;36099 Mayer Junction;36.520031;0.796129;De que estas hablando
16023421I;AE6q5y;Row Humes;9 Thackeray Place;37.511247;-7.536918;Quiero un caramelo
20636981L;5VZbLRz4aDoP;Barbette Daubney;5622 Bashford Alley;43.039992;-6.882827;Cuando comemos Tengo hambre
02680135R;MXMLt0;Sandi Aarons;17 Sutherland Center;37.91632;0.69721;Tengo clase manana
61434391Z;OOLvQfCZ74;Horst Pignon;55 Pond Drive;38.284415;-2.420451;Gracias De nada
01220619Q;ijqMxC0t1;Marion Case;6 Evergreen Park;42.78072;-7.703945;De que pais eres
23458400Z;xMtcknD;Letti Weall;5 Holmberg Court;38.276445;2.248015;Es rico no necesita dinero
22895938I;2kx1uCZQbAU;Audre Chasier;26 Barby Alley;42.895303;-8.717545;Estan haciendo demasiado ruido no puedo concentrarme
07911421Z;s9gLN6nmr;Stefan Fantone;727 Merchant Avenue;40.06889;-5.727883;Llevaba un sombrero negro
72916597Y;gFbV03rXDvz;Julita Trudgian;47 Dayton Avenue;36.761582;1.351493;La esencia de las matematicas es la libertad
41853374H;0mSR5OnwBy;Holli Surgood;418 Namekagon Street;38.416977;1.984396;Quiero ser mas independiente
23960274C;wAEEoLlKHKgE;Ban Marder;8988 Summer Ridge Park;43.242363;-2.58963;La matematica no es simplemente la memorizacion de formulas
37345191E;dtDHKLc0FpH;Sharai Lievesley;7952 Hovde Junction;39.271071;-4.139832;Uno dos tres cuatro cinco seis siete ocho nueve diez
91752741V;6LX1kfvzGYi;Roscoe Doogue;75641 Meadow Ridge Trail;36.093002;-5.381923;Donde estan los servicios
35045503B;PT0hcfkcY11j;Saudra Caselli;2 Kipling Pass;36.503468;2.318827;La esencia de la libertad son las matematicas
05761349Z;8gPdeYS;Nikola Piele;24 Doe Crossing Way;41.295045;0.517374;Cuantas horas de sueno necesitas
